,TopHitNum,DriftRate,SNR,Freq,ChanIndx,FreqStart,FreqEnd,CoarseChanNum,FullNumHitsInRange,FileID,Source,MJD,RA,DEC,DELTAT,DELTAF,max_drift_rate,obs_length,Hit_ID,status,in_n_ons,RFI_in_range,delta_t
10,11,28.753978,57.142479,8414.063946,514,8414.059639,8414.068253,0,5,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
11,12,28.753978,322.053406,8414.490238,363,8414.485931,8414.494545,0,19,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
12,13,28.753978,95.890732,8414.490238,372,8414.485931,8414.494545,0,19,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
13,14,28.753978,284.816742,8414.444462,381,8414.440155,8414.448769,0,13,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
14,15,-38.338637,229.987198,8414.488772,358,8414.494514,8414.483029,0,8,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
15,16,-38.338637,74.842705,8414.468745,367,8414.474487,8414.463002,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
16,17,-38.338637,263.182831,8414.437273,376,8414.443016,8414.431531,0,10,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
17,18,-28.753978,297.978729,8414.481624,359,8414.485931,8414.477317,0,14,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
18,19,-28.753978,96.461319,8414.481624,368,8414.485931,8414.477317,0,14,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
19,20,-38.338637,42.64011,8414.062479,509,8414.068222,8414.056737,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
20,21,-9.584659,140.933044,8414.484496,369,8414.485931,8414.48306,0,14,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
21,22,47.923296,95.567543,8414.473083,384,8414.465904,8414.480261,0,33,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
22,23,38.338637,252.687592,8414.471647,364,8414.465904,8414.477389,0,33,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
23,24,38.338637,74.510223,8414.471647,373,8414.465904,8414.477389,0,33,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
24,25,9.584659,140.782974,8414.487367,371,8414.485931,8414.488803,0,18,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
25,26,9.584659,88.465385,8414.063936,513,8414.0625,8414.065371,0,3,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
26,27,-19.169318,336.235657,8414.440145,377,8414.443016,8414.437273,0,11,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
27,28,38.338637,42.473415,8414.062521,515,8414.056778,8414.068263,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0
28,1,-28.753978,94.995514,8414.063915,510,8414.068222,8414.059608,0,5,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
29,2,28.753978,545.481445,8414.490238,363,8414.485931,8414.494545,0,20,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
30,3,28.753978,161.255188,8414.490238,372,8414.485931,8414.494545,0,20,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
31,4,28.753978,488.207489,8414.441601,381,8414.437294,8414.445908,0,15,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
32,5,47.923296,54.717091,8414.063956,516,8414.056778,8414.071135,0,7,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
33,6,47.923296,24.742077,8414.063956,517,8414.056778,8414.071135,0,7,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
34,7,-9.584659,145.360031,8414.063925,511,8414.065361,8414.06249,0,3,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
35,8,-28.753978,489.970337,8414.481624,359,8414.485931,8414.477317,0,14,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
36,9,-28.753978,161.233841,8414.481624,368,8414.485931,8414.477317,0,14,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
37,10,-28.753978,555.738953,8414.435848,377,8414.440155,8414.431541,0,12,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
38,11,-38.338637,69.509377,8414.062479,509,8414.068222,8414.056737,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
39,12,-47.923296,54.612144,8414.061044,508,8414.068222,8414.053865,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
40,13,-38.338637,375.786438,8414.488772,358,8414.494514,8414.483029,0,8,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
41,14,-38.338637,123.975471,8414.468745,367,8414.474487,8414.463002,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
42,15,-38.338637,435.428925,8414.437273,376,8414.443016,8414.431531,0,11,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
43,16,9.584659,145.137009,8414.063936,513,8414.0625,8414.065371,0,3,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
44,17,28.753978,94.647217,8414.063946,514,8414.059639,8414.068253,0,5,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
45,18,38.338637,428.237488,8414.471647,364,8414.465904,8414.477389,0,35,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
46,19,38.338637,124.50605,8414.471647,373,8414.465904,8414.477389,0,35,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
47,20,38.338637,376.641235,8414.471647,382,8414.465904,8414.477389,0,35,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
48,21,38.338637,69.937462,8414.062521,515,8414.056778,8414.068263,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
49,22,47.923296,168.854645,8414.470221,384,8414.463043,8414.4774,0,35,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
50,23,47.923296,57.154903,8414.470221,385,8414.463043,8414.4774,0,35,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
51,24,9.584659,236.623611,8414.493089,371,8414.491653,8414.494525,0,19,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
52,25,-47.923296,357.164276,8414.435838,375,8414.443016,8414.428659,0,11,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
53,26,-9.584659,236.600143,8414.484496,369,8414.485931,8414.48306,0,14,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
54,27,47.923296,351.694794,8414.470221,365,8414.463043,8414.4774,0,35,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
55,28,47.923296,247.006393,8414.470221,366,8414.463043,8414.4774,0,35,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
56,29,47.923296,104.020653,8414.470221,374,8414.463043,8414.4774,0,35,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
57,30,47.923296,309.001984,8414.470221,383,8414.463043,8414.4774,0,35,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
58,1,-28.753978,117.582703,8414.063915,510,8414.068222,8414.059608,0,5,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
59,2,47.923296,67.584633,8414.063956,516,8414.056778,8414.071135,0,7,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
60,3,47.923296,31.150946,8414.063956,517,8414.056778,8414.071135,0,7,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
61,4,-28.753978,600.084167,8414.481624,359,8414.485931,8414.477317,0,14,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
62,5,-28.753978,202.115219,8414.481624,368,8414.485931,8414.477317,0,14,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
63,6,-28.753978,695.375916,8414.435848,377,8414.440155,8414.431541,0,13,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
64,7,-9.584659,180.733612,8414.063925,511,8414.065361,8414.06249,0,3,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
