Unnamed: 0,TopHitNum,DriftRate,SNR,Freq,ChanIndx,FreqStart,FreqEnd,CoarseChanNum,FullNumHitsInRange,FileID,Source,MJD,RA,DEC,DELTAT,DELTAF,max_drift_rate,obs_length,Hit_ID,status,in_n_ons,RFI_in_range,delta_t,freq_group
80,23,-47.923296,468.973602,8414.490197,358,8414.497375,8414.483019,0,7,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898,8414.49
84,27,47.923296,450.013794,8414.470221,365,8414.463043,8414.4774,0,37,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898,8414.47
81,24,-47.923296,446.800232,8414.432977,375,8414.440155,8414.425798,0,12,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898,8414.433
42,15,-38.338637,435.428925,8414.437273,376,8414.443016,8414.431531,0,11,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949,8414.437
45,18,38.338637,428.237488,8414.471647,364,8414.465904,8414.477389,0,35,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949,8414.472
40,13,-38.338637,375.786438,8414.488772,358,8414.494514,8414.483029,0,8,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949,8414.489
54,27,47.923296,351.694794,8414.470221,365,8414.463043,8414.4774,0,35,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949,8414.47
26,27,-19.169318,336.235657,8414.440145,377,8414.443016,8414.437273,0,11,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0,8414.44
11,12,28.753978,322.053406,8414.490238,363,8414.485931,8414.494545,0,19,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0,8414.49
17,18,-28.753978,297.978729,8414.481624,359,8414.485931,8414.477317,0,14,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0,8414.482
67,10,-9.584659,294.612274,8414.484496,369,8414.485931,8414.48306,0,14,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898,8414.484
13,14,28.753978,284.816742,8414.444462,381,8414.440155,8414.448769,0,13,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0,8414.444
16,17,-38.338637,263.182831,8414.437273,376,8414.443016,8414.431531,0,10,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0,8414.437
22,23,38.338637,252.687592,8414.471647,364,8414.465904,8414.477389,0,33,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0,8414.472
51,24,9.584659,236.623611,8414.493089,371,8414.491653,8414.494525,0,19,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949,8414.493
53,26,-9.584659,236.600143,8414.484496,369,8414.485931,8414.48306,0,14,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949,8414.484
14,15,-38.338637,229.987198,8414.488772,358,8414.494514,8414.483029,0,8,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0,8414.489
7,8,47.923296,222.605438,8414.473083,382,8414.465904,8414.480261,0,33,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0,8414.473
9,10,-47.923296,215.885773,8414.438699,375,8414.445877,8414.431521,0,9,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0,8414.439
65,8,28.753978,202.740295,8414.493099,372,8414.488792,8414.497406,0,21,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898,8414.493
68,11,9.584659,181.17424,8414.063936,513,8414.0625,8414.065371,0,3,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898,8414.064
82,25,-38.338637,155.81517,8414.468745,367,8414.474487,8414.463002,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898,8414.469
34,7,-9.584659,145.360031,8414.063925,511,8414.065361,8414.06249,0,3,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949,8414.064
20,21,-9.584659,140.933044,8414.484496,369,8414.485931,8414.48306,0,14,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0,8414.484
24,25,9.584659,140.782974,8414.487367,371,8414.485931,8414.488803,0,18,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0,8414.487
41,14,-38.338637,123.975471,8414.468745,367,8414.474487,8414.463002,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949,8414.469
2,3,-9.584659,88.828133,8414.063925,511,8414.065361,8414.06249,0,3,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0,8414.064
72,15,38.338637,86.842117,8414.062521,515,8414.056778,8414.068263,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898,8414.063
71,14,-38.338637,86.802994,8414.062479,509,8414.068222,8414.056737,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898,8414.062
15,16,-38.338637,74.842705,8414.468745,367,8414.474487,8414.463002,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0,8414.469
48,21,38.338637,69.937462,8414.062521,515,8414.056778,8414.068263,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949,8414.063
38,11,-38.338637,69.509377,8414.062479,509,8414.068222,8414.056737,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949,8414.062
70,13,-47.923296,68.753052,8414.061044,508,8414.068222,8414.053865,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898,8414.061
39,12,-47.923296,54.612144,8414.061044,508,8414.068222,8414.053865,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949,8414.061
19,20,-38.338637,42.64011,8414.062479,509,8414.068222,8414.056737,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0,8414.062
27,28,38.338637,42.473415,8414.062521,515,8414.056778,8414.068263,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0,8414.063
3,4,-47.923296,33.122158,8414.061044,508,8414.068222,8414.053865,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66265_DIAG_Mars2020_0011.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.76695601852,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_1,,,0.0,8414.061
